event 1,event 2,cost
606,564,148500
129,140,108300
616,588,127900
260,259,128600
767,699,150900
403,400,138100
430,376,158700
396,351,141300
394,356,141200
406,319,108700
273,248,106900
417,334,94700
621,559,117500
821,734,151700
836,700,140200
1150,921,132200
316,266,131700
540,418,136600
625,437,133800
596,473,126400
185,164,118800
87,73,100000
548,297,98000
255,32,115600
511,15,162500
604,623,170700
231,232,208300
1578,1474,118800
430,372,155900
1097,1096,141400
1034,923,138500
196,180,56700
416,326,49600
155,146,47500
28,40,47500
231,228,44800
360,345,50400
268,243,56700
194,167,59200
393,381,53000
389,390,47700
319,259,43300
241,230,52600
332,306,46900
519,443,93900
415,356,90300
506,474,50000
379,387,56400
296,289,39600
87,84,75000
542,471,51800
466,447,61200
934,846,46700
128,122,43800
528,509,52600
242,238,54100
358,316,62100
10,13,67500
81,75,73900
391,368,53000
291,313,53500
221,183,52800
336,319,48500
417,375,57800
363,341,49500
304,282,51300
57,66,52500
121,115,34400
322,277,44100
394,383,45300
1250,1224,61800
441,391,44400
265,232,60600
,372,49800
272,279,50800
842,729,58500
859,881,60800
282,267,52600
363,341,45500
539,536,52100
272,261,50000
303,316,93100
614,525,120300
598,538,62500
409,405,93100
417,460,117900
349,380,171700
385,405,121600
79,71,108300
140,149,153800
647,551,225000
491,424,65900
246,232,127200
1005,991,89500
428,394,54200
585,560,151400
463,424,91600
456,403,70400
205,207,49300
269,237,88300
312,277,74200
449,450,92300
181,174,110400
422,414,58000
256,239,65300
463,418,89500
229,211,61200
365,333,92800
296,287,92600
432,416,66700
240,211,68400
312,321,96000
423,407,74200
93,93,81300
316,300,67900
269,271,78300
190,182,96700
473,417,72000
772,634,67300
209,213,48800
300,271,57100
183,181,55600
388,405,67900
486,426,54200
356,353,55100
399,375,66900
563,542,68500
437,390,69200
449,418,58400
352,357,57100
418,406,78400
260,239,56100
97,96,45000
593,551,59000
498,465,61300
323,325,51300
307,278,52000
512,444,46600
322,342,49800
1003,917,50600
383,382,53400
417,366,45500
519,505,49100
294,272,56000
413,422,54600
526,481,49400
448,444,69100
280,281,62800
235,252,70100
412,418,48300
563,491,50800
418,397,59600
1210,1067,55600
351,347,51300
294,297,54200
460,477,55400
470,438,58700
216,219,52800
524,489,59800
497,470,44500
,1260,69000
993,888,74700
282,311,71300
282,337,86900
1551,1435,64700
321,303,67900
779,731,87500
1670,1514,88300
527,521,72000
303,314,87700
323,355,82000
1384,1243,75900
538,510,74600
526,518,78800
689,588,85700
366,367,84700
267,293,81400
290,284,55000
321,360,66400
156,166,72800
442,450,71500
249,260,69200
564,482,87500
939,862,73000
482,518,76900
399,392,70400
220,242,74300
197,198,81300
947,882,70700
466,474,72300
814,816,60200
658,625,64700
779,786,67300
284,296,67700
705,655,61900
256,240,58100
455,438,70700
410,397,60200
512,486,87600
374,338,73000
462,415,59100
502,471,58700
371,367,89900
314,300,72200
329,331,78900
395,375,85000
364,335,83400
289,282,69600
274,296,71300
468,442,65600
615,570,68100
503,425,71600
640,639,80300
548,551,80200
419,389,76700
705,694,80400
1114,1115,84500
684,545,79700
490,499,74700
314,283,81300
344,295,83200
450,354,80100
245,240,81100
323,316,74500
332,319,106100
335,313,126400
243,230,119800
285,255,89600
348,302,90600
416,360,69000
251,260,112500
370,358,70800
730,721,71800
422,374,57800
251,276,83200
237,249,60400
502,441,88200
214,199,112500
242,214,105400
255,245,55300
239,208,82800
366,345,165400
474,425,61200
372,393,256200
784,789,122500
335,356,160300
427,405,141600
253,223,89300
778,712,91300
236,195,88900
274,286,119300
735,654,96500
1070,837,72100
341,330,107800
310,325,68000
324,311,88800
914,867,73000
516,466,67900
487,475,345900
304,305,213900
290,258,229200
298,263,195900
341,363,141200
412,423,123000
408,362,229700
376,379,144700
376,353,167700
165,176,155600
336,330,151500
551,500,150900
378,364,188300
363,363,187300
544,562,193500
234,248,123600
262,277,125300
412,378,124400
1075,909,111900
166,164,79500
675,626,128300
619,539,54000
375,395,51700
1201,1045,145000
370,396,94400
342,354,158800
544,520,119300
1200,1109,126000
922,883,135500
663,604,69300
462,467,93000
261,258,95800
694,627,72200
819,802,105200
1147,971,53500
1005,982,121200
594,561,143300
288,308,169300
325,314,160100
681,739,90100
256,250,99500
552,540,88800
1200,1134,80800
506,478,72700
776,710,66900
363,369,65600
357,357,66200
795,773,58800
648,614,71400
819,774,67000
245,240,55500
313,298,79700
313,318,69200
291,294,65900
1439,1224,64700
443,457,73800
785,783,67500
456,408,58800
431,380,96500
460,431,71900
187,187,153800
328,353,69600
493,431,66500
484,449,124700
261,254,132200
460,470,89600
456,463,73400
423,386,64500
448,386,47500
440,413,68300
837,830,72800
1330,1224,78800
427,423,81100
468,486,75100
619,592,71400
752,712,71700
662,616,70900
665,649,84600
623,647,66000
1346,1267,83700
770,719,83100
2401,2209,74300
504,465,90600
662,648,74500
1429,1335,69400
271,275,84700
1486,1453,99300
302,282,85500
,928,89500
741,681,95200
438,457,99600
446,463,110900
507,510,101100
355,359,108500
628,601,84200
436,441,109400
829,787,108200
1143,1077,174200
2244,1972,143700
2121,1778,140800
277,265,86300
315,312,165200
263,240,164600
432,379,143100
364,386,167500
756,758,71400
540,484,68200
528,492,68000
338,362,113400
500,436,109000
,580,138800
491,493,111400
568,566,112500
550,500,69700
368,354,72800
305,309,72200
356,368,79700
613,623,112500
239,246,52500
353,362,100200
189,155,89500
,224,54600
350,329,78900
336,340,111300
334,308,113700
344,339,120000
376,342,123300
216,199,114400
413,435,106200
433,384,55900
512,505,93600
454,457,88900
366,370,93800
496,501,88000
518,498,88400
458,418,68700
508,474,163100
313,314,83600
,292,71300
451,424,76300
496,417,60600
476,481,83000
182,205,150800
353,347,157300
656,617,173800
189,187,148700
614,613,154700
215,222,133300
479,455,136900
863,774,156700
548,542,126500
193,190,130600
208,212,106900
460,445,99500
392,398,73000
374,344,59900
359,380,84800
354,337,72900
326,315,58900
372,347,63900
412,410,72300
309,308,83900
215,225,58100
423,406,55900
375,357,58900
508,518,55800
234,218,63900
321,314,69300
589,542,160100
332,292,115300
312,303,107600
190,187,80000
296,290,93800
555,507,92400
151,135,151800
794,722,111800
551,509,111800
495,429,123900
411,294,83300
697,115,85600
472,334,94000
477,288,102700
380,37,125000
394,73,144600
651,107,179200
324,80,78600
405,340,94400
579,512,100000
812,671,90500
339,332,92200
416,432,55200
374,329,52000
256,243,51500
230,244,51700
296,298,65800
608,573,69200
184,171,72500
88,99,73000
258,246,108300
,243,90500
280,246,91600
306,309,63300
236,241,67600
489,454,60900
330,305,56700
226,229,118100
342,314,66100
,257,63500
280,266,87300
215,202,84200
448,436,57100
318,326,54700
793,735,56900
267,265,63400
410,380,95300
275,248,55100
170,162,55800
296,284,55200
171,200,113800
320,276,93200
294,307,62400
405,411,62400
303,281,131700
300,308,73100
280,271,73000
390,393,88000
620,576,92700
439,436,69700
403,389,68300
521,483,65100
435,359,55300
168,186,54400
117,97,92500
497,481,53000
372,403,51600
343,313,111500
415,372,120900
390,403,76600
213,204,67000
809,770,70100
417,422,70200
495,518,95700
272,272,82700
292,276,110000
319,282,100000
192,178,101600
331,289,94200
289,259,75000
301,280,79200
356,387,57900
287,269,72500
276,245,76800
254,226,83600
241,217,78200
332,294,60000
237,222,90000
308,247,69400
363,359,74600
462,394,76400
462,469,75600
251,261,58400
354,362,60900
237,220,39200
414,356,112500
160,146,55000
356,367,64700
559,535,55100
412,318,87500
116,99,104200
124,124,65000
274,217,62000
448,420,70000
533,493,86400
339,347,86300
296,272,85300
647,541,60400
434,415,55500
209,156,76600
221,223,66000
198,171,90600
338,322,57200
214,214,58300
347,345,56000
312,267,68900
198,198,112500
263,241,38800
488,486,55200
495,457,60000
272,262,58000
244,243,54300
310,269,63000
173,182,66000
293,288,90500
376,370,58100
399,371,71900
344,323,74400
195,174,55000
11,5,67500
7,2,162500
576,588,63700
834,774,67500
126,125,85000
814,809,65600
412,369,72200
221,203,69600
280,250,94300
307,297,85400
396,382,73100
73,38,14999
210,175,67500
77,67,87500
259,246,81600
240,211,71900
533,505,58700
658,594,71000
336,326,125000
268,277,66900
482,437,63400
413,424,69700
97,90,53000
481,455,70000
342,322,95300
215,197,77100
161,165,70500
518,495,58700
316,244,60000
618,571,80500
277,284,76900
419,367,75500
344,319,62500
421,430,92700
403,353,85400
330,327,68300
319,260,70000
352,337,70500
311,279,64600
479,482,70500
446,395,82000
438,434,85600
366,359,81300
293,310,70200
222,236,72200
364,317,67000
339,353,116100
361,380,82800
634,583,69000
74,83,67500
312,306,72600
335,329,74100
480,451,74700
500,435,74100
290,291,81000
358,349,104200
346,349,81800
597,541,90600
488,486,86400
423,432,92800
605,571,99600
511,512,100600
374,368,90000
212,175,96100
420,382,86900
462,420,81100
453,427,83000
359,346,92800
,669,98100
428,401,143000
435,442,133900
484,502,150000
387,379,75000
206,211,87500
326,333,99200
469,425,101100
187,187,105800
134,130,153100
506,441,57500
578,585,81100
495,467,74100
555,526,82100
798,775,92600
209,172,50800
424,438,139500
431,375,136000
719,628,78800
565,414,79800
238,157,36700
431,363,50000
384,327,59200
372,264,62700
345,222,83800
239,196,62800
799,578,119400
215,198,143400
380,370,97900
319,301,102700
,266,98800
336,314,75600
372,336,84200
259,220,106300
385,390,75500
662,578,111300
214,196,96000
365,342,81700
484,472,99600
474,461,73600
329,357,90200
345,335,70100
491,462,126900
217,181,165600
345,316,78400
411,387,119700
634,598,119900
129,121,111800
338,313,128900
499,503,100500
117,109,130600
1056,972,90100
331,268,58100
528,465,79000
178,179,107000
309,277,86400
399,389,92100
283,292,85100
238,212,79600
206,219,128100
405,382,66800
610,584,76800
340,353,95200
553,480,97300
365,310,92600
524,251,77100
357,355,92500
600,562,75100
234,236,74100
,91,94800
393,374,72300
553,504,57500
426,401,70500
236,265,55000
213,158,71300
394,369,111400
453,435,106700
300,270,94600
419,187,76100
267,163,135600
535,326,70700
605,438,74000
452,359,54300
634,453,76800
591,486,82400
477,402,101500
496,347,101900
262,231,60800
283,253,53400
218,232,46700
373,298,40000
523,410,43300
187,142,72500
103,61,87500
231,217,61200
244,230,62000
61,56,91700
220,194,107800
146,154,113500
382,345,58600
327,316,66400
634,565,62200
287,317,63700
373,388,69400
395,381,60600
268,254,96000
530,473,80800
454,430,70800
340,318,70700
365,360,143000
480,421,107200
545,510,60300
366,401,66400
387,337,67500
139,89,100000
196,185,146300
171,173,113800
294,275,74300
270,261,80900
322,335,71100
394,374,65800
262,241,67500
191,169,68600
269,250,62300
256,246,63500
301,288,61100
289,284,67500
274,248,90800
317,312,83200
104,106,102800
235,235,125000
340,343,55200
81,57,93800
99,54,87500
69,55,112500
143,143,96300
316,274,67500
203,201,87500
426,428,69900
359,327,72600
594,513,93800
246,239,88500
337,333,79200
325,332,61200
275,258,63100
72,64,142500
142,160,61000
162,141,53600
194,186,56100
403,377,60400
221,201,59600
213,211,68600
375,351,63900
416,397,59400
328,298,69400
438,429,58300
555,522,76200
835,767,62500
277,274,68100
490,469,70800
202,191,86200
301,332,99600
283,245,76200
606,536,84300
414,421,110100
307,287,159900
507,451,64400
208,208,73600
367,360,86400
235,222,97200
279,277,87500
217,185,140300
177,148,94400
389,356,64000
113,134,95800
573,602,70100
275,298,73100
666,622,91200
913,924,88400
492,475,75500
440,393,84700
610,581,72700
581,594,67700
94,57,81300
57,33,51300
49,20,32500
280,158,43900
86,54,57500
515,295,62800
536,273,54300
43,21,58800
46,24,53800
95,73,67500
248,155,62800
81,57,54400
25,17,53800
18,16,47500
243,139,59200
363,127,57500
238,169,50000
448,182,30000
33,27,25000
820,608,56100
378,300,45000
386,320,44000
794,714,108300
405,425,141500
518,399,166000
283,270,118800
524,523,139700
557,520,180400
520,465,54400
619,575,116100
824,770,105800
410,396,98400
673,636,94500
26,22,137500
530,371,80600
478,426,74200
487,384,104700
439,292,45500
239,164,14999
386,213,32900
458,447,64900
352,334,62400
598,568,67900
604,582,87100
487,438,77000
631,597,84400
370,379,70700
226,218,67200
447,374,57400
439,413,52600
418,393,54600
435,373,54300
402,358,54700
421,419,57000
483,455,63200
554,517,67000
516,473,51900
443,365,53200
310,309,69400
701,611,51400
620,583,63500
833,758,67500
608,591,132000
832,731,107600
522,551,130600
,16,200000
35,37,237500
319,317,126400
1040,1030,132200
2190,1919,44600
459,419,59400
224,208,50600
75,101,60000
392,374,90400
331,321,84600
378,379,93900
516,487,79400
284,300,72100
315,303,85500
323,309,76200
171,170,69800
273,259,73100
331,325,76600
266,274,94500
875,841,89000
729,659,87100
894,883,101700
400,427,89100
1148,1042,79000
347,352,92900
388,373,95200
435,406,85600
831,743,87000
478,480,83100
579,545,70600
727,688,99500
941,935,104600
452,452,139100
417,397,194100
971,935,100800
526,483,143000
774,763,113000
433,411,87000
755,721,67600
255,253,105300
701,640,75700
446,421,62800
741,704,57600
252,230,59700
359,349,61300
362,335,57400
327,295,55400
339,318,52400
374,337,54300
433,441,59500
363,297,46800
383,355,50000
358,299,48000
602,543,58000
426,413,57500
374,304,51000
361,298,57500
457,420,49100
465,410,54800
247,228,50800
299,273,49400
542,435,48800
348,341,55400
573,522,70100
177,143,50700
682,684,46900
78,80,55500
198,174,57400
220,222,58100
179,181,57900
119,97,42500
110,86,57500
26,26,67500
35,41,47500
136,121,66000
35,31,60000
92,63,63800
52,49,72500
143,139,84400
394,410,91800
290,260,147100
367,277,126600
310,300,82700
764,763,118700
414,411,66900
800,754,84700
1049,959,118400
894,831,110700
1116,1092,123400
234,212,95200
483,442,72300
363,388,81300
312,306,69500
338,297,75300
620,549,61600
396,363,70000
340,315,73700
594,595,76800
380,366,57800
388,373,60700
626,529,57000
484,435,51600
181,172,46700
227,186,43600
217,197,42500
277,284,48700
280,239,48600
398,329,47100
266,227,49400
338,279,42700
354,344,47800
359,340,49300
512,500,76200
508,482,54700
259,236,53400
497,480,54000
333,315,48900
306,312,46700
608,541,78700
131,124,33200
355,332,49800
367,390,52900
199,204,36600
716,588,62100
317,286,45600
325,304,58000
343,278,63700
251,272,63300
149,132,57900
305,282,76000
294,295,65800
645,616,71900
294,275,73700
336,307,73000
897,894,85000
2139,1953,69900
984,912,175000
2685,2552,87200
437,423,106200
865,879,86200
786,724,134100
1489,1444,103400
1071,870,131000
512,540,245800
129,135,176300
256,265,224100
238,236,118500
235,238,130100
898,902,170300
2141,2100,106300
1148,1052,142900
746,757,70700
1901,1797,100700
1064,1049,82800
510,486,71400
826,827,84700
698,680,84700
436,408,68500
219,187,46700
255,213,39400
221,207,53800
628,607,63700
412,387,65800
390,343,56500
405,282,59500
434,405,56200
275,273,53300
519,495,109800
11,8,50000
1455,1387,93600
371,388,92700
549,523,100200
588,561,82600
1994,1906,88200
146,173,102900
1369,1310,81600
965,928,70000
1517,1436,74800
1597,1520,80900
635,591,97900
1003,980,118200
16,21,65000
1453,1307,77500
59,71,91700
102,87,150000
168,136,113900
762,550,116500
604,412,123500
1600,736,168400
787,579,148200
111,84,128300
458,440,52100
183,177,30000
172,170,68200
696,617,57900
20,18,37500
696,608,52900
812,773,50800
,584,45800
690,702,88300
964,919,75400
309,294,26600
543,482,26900
877,831,63800
421,394,69800
480,424,104700
941,917,96900
176,170,88900
202,187,94300
471,413,149000
1095,1059,157300
269,279,121000
394,359,82800
713,671,146200
259,249,110400
194,134,37500
572,547,65400
409,430,78600
329,319,61100
179,190,95800
379,351,65800
782,738,58600
483,450,52100
437,403,64600
309,268,58800
84,73,125000
362,376,63200
654,616,71900
488,509,59000
683,675,60500
502,457,71800
691,676,54100
239,207,47500
483,415,80000
137,113,156300
789,768,59800
220,205,83300
398,388,58500
677,651,55200
750,709,54700
342,323,59800
378,398,56500
656,610,57300
443,417,52100
797,688,62200
386,414,69900
343,330,67200
